transaction_id,user_id,related_invoice_id,related_job_id,transaction_type,amount,currency,description,merchant_name,transaction_category,date,balance_after_transaction,payment_method,geo_location,created_at,updated_at
txn_2005BEFA,user_029,,,DEBIT,636.0,INR,UPI-MOBILE-RECHARGE,Mobile Recharge,Recharge,2025-09-11T23:32:30.762566+00:00,80683,UPI,"Mumbai, Maharashtra",2025-09-11T23:32:30.762566+00:00,2025-09-11T23:32:30.762566+00:00
txn_31BDE7F1,user_047,,,DEBIT,4280.0,INR,BILL-MOBILE-BILL,Mobile Bill,Utilities,2025-09-05T09:36:41.762566+00:00,75217,BILL,"Delhi, Delhi",2025-09-05T09:36:41.762566+00:00,2025-09-05T09:36:41.762566+00:00
txn_C6F05F4C,user_023,,,DEBIT,3258.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Transport,2025-10-04T08:01:24.762566+00:00,126549,UPI,"Mumbai, Maharashtra",2025-10-04T08:01:24.762566+00:00,2025-10-04T08:01:24.762566+00:00
txn_0A029B9E,user_030,,,DEBIT,3268.0,INR,UPI-COSTA-COFFEE-LOUNGE-BAR-HOUSE,Costa Coffee Lounge,Food,2025-11-25T04:18:29.762566+00:00,82907,UPI,"Pune, Maharashtra",2025-11-25T04:18:29.762566+00:00,2025-11-25T04:18:29.762566+00:00
txn_DAF1FA7D,user_038,,,DEBIT,3766.0,INR,UPI-THE-BELGIAN-WAFFLE-CO.-HOUSE,The Belgian Waffle,Food,2025-06-29T07:07:34.762566+00:00,126435,UPI,"Mumbai, Maharashtra",2025-06-29T07:07:34.762566+00:00,2025-06-29T07:07:34.762566+00:00
txn_A9E5C1C9,user_035,,,DEBIT,2539.0,INR,UPI-CAFE-COFFEE-CO.-HOUSE-EXPRESS,Cafe Coffee Co.,Food,2025-07-20T13:44:23.762566+00:00,115673,UPI,"Mumbai, Maharashtra",2025-07-20T13:44:23.762566+00:00,2025-07-20T13:44:23.762566+00:00
txn_C5B761AC,user_001,,,DEBIT,1580.0,INR,UPI-NETCARE-PHARMACY-INDIA,Netcare Pharmacy India,Shopping,2025-11-27T03:27:04.762566+00:00,94435,UPI,"Bengaluru, Karnataka",2025-11-27T03:27:04.762566+00:00,2025-11-27T03:27:04.762566+00:00
txn_A0CA8209,user_033,,,DEBIT,3022.0,INR,UPI-COSTA-COFFEE-HUB-&-CO.,Costa Coffee Hub,Medical,2025-11-18T04:04:19.762566+00:00,142735,UPI,"Mumbai, Maharashtra",2025-11-18T04:04:19.762566+00:00,2025-11-18T04:04:19.762566+00:00
txn_88BCEAF4,user_045,,,DEBIT,3561.0,INR,UPI-NETMEDS-INDIA,Netmeds India,Medical,2025-06-07T18:15:03.762566+00:00,194335,UPI,"Bengaluru, Karnataka",2025-06-07T18:15:03.762566+00:00,2025-06-07T18:15:03.762566+00:00
txn_BABE8000,user_009,,,DEBIT,3377.0,INR,UPI-CAFE-COFFEE-CENTRAL-PERK-HOUSE,Cafe Coffee Central,Food,2025-07-25T19:16:07.762566+00:00,132909,UPI,"Pune, Maharashtra",2025-07-25T19:16:07.762566+00:00,2025-07-25T19:16:07.762566+00:00
txn_F6E9F189,user_006,,,DEBIT,1987.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE-CLUB-HOUSE,Cafe Coffee Spot,Shopping,2025-11-22T10:58:14.762566+00:00,93023,UPI,"Pune, Maharashtra",2025-11-22T10:58:14.762566+00:00,2025-11-22T10:58:14.762566+00:00
txn_70DABEA0,user_033,,,DEBIT,2668.0,INR,BILL-BROADBAND-BILL,Broadband Bill,Utilities,2025-09-15T00:15:07.762566+00:00,140067,BILL,"Pune, Maharashtra",2025-09-15T00:15:07.762566+00:00,2025-09-15T00:15:07.762566+00:00
txn_3D347196,user_033,,,DEBIT,995.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-LOUNGE,Cafe Coffee Bean,Food,2025-11-15T15:49:32.762566+00:00,139072,UPI,"Pune, Maharashtra",2025-11-15T15:49:32.762566+00:00,2025-11-15T15:49:32.762566+00:00
txn_F901E805,user_007,,,DEBIT,522.0,INR,UPI-DTH-RECHARGE,Dth Recharge,Recharge,2025-06-12T19:25:47.762566+00:00,101991,UPI,"Bengaluru, Karnataka",2025-06-12T19:25:47.762566+00:00,2025-06-12T19:25:47.762566+00:00
txn_3BB38EFD,user_027,,,DEBIT,4584.0,INR,UPI-MARKS-&-SPENCER-MALL,Marks & Spencer,Shopping,2025-08-05T20:45:30.762566+00:00,83019,UPI,"Pune, Maharashtra",2025-08-05T20:45:30.762566+00:00,2025-08-05T20:45:30.762566+00:00
txn_66B29E28,user_026,,,DEBIT,3243.0,INR,UPI-CAFE-COFFEE-ZONE-CAFE-COFFEE-GARDEN-CAFE-COFFEE-HUB-CAFE-COFFEE-HAVEN,Cafe Coffee Zone,Transport,2025-06-05T15:07:13.762566+00:00,55675,UPI,"Bengaluru, Karnataka",2025-06-05T15:07:13.762566+00:00,2025-06-05T15:07:13.762566+00:00
txn_32EDEF67,user_014,,,DEBIT,4318.0,INR,UPI-CAFE-COFFEE-SHOP-CAFE-COFFEE-STREET-HOUSE,Cafe Coffee Shop,Grocery,2025-10-27T08:40:00.762566+00:00,70085,UPI,"Mumbai, Maharashtra",2025-10-27T08:40:00.762566+00:00,2025-10-27T08:40:00.762566+00:00
txn_9741C6BF,user_018,,,CREDIT,74308.0,INR,NEFT-TechCorpSolutions-PAYMENT,Techcorpsolutions Payment,Grocery,2025-09-29T20:55:14.762566+00:00,122456,NEFT,"Delhi, Delhi",2025-09-29T20:55:14.762566+00:00,2025-09-29T20:55:14.762566+00:00
txn_A8588209,user_026,,,DEBIT,2267.0,INR,UPI-APOLLO-CARE-PHARMACY,Apollo Care Pharmacy,Medical,2025-11-16T22:22:52.762566+00:00,53408,UPI,"Bengaluru, Karnataka",2025-11-16T22:22:52.762566+00:00,2025-11-16T22:22:52.762566+00:00
txn_4C4D1F01,user_046,,,DEBIT,1782.0,INR,UPI-CAFE-COFFEE-STUDIO-CAFE-AROMAS,Cafe Coffee Studio,Food,2025-08-15T18:54:54.762566+00:00,127639,UPI,"Mumbai, Maharashtra",2025-08-15T18:54:54.762566+00:00,2025-08-15T18:54:54.762566+00:00
txn_EDDDB38D,user_030,,,DEBIT,3887.0,INR,UPI-CAFE-COFFEE-HUB-&-SPENCER-ONLINE,Cafe Coffee Hub,Grocery,2025-11-18T16:02:26.762566+00:00,79020,UPI,"Pune, Maharashtra",2025-11-18T16:02:26.762566+00:00,2025-11-18T16:02:26.762566+00:00
txn_E6EABB7A,user_008,,,DEBIT,892.0,INR,UPI-MARKS-&-CO.,Marks & Co.,Grocery,2025-06-11T22:42:33.762566+00:00,86878,UPI,"Pune, Maharashtra",2025-06-11T22:42:33.762566+00:00,2025-06-11T22:42:33.762566+00:00
txn_7FD42CCE,user_027,,,DEBIT,212.0,INR,UPI-=====-TRANSPORT_MERCHANTS.TXT-=====-GROCERY_MERCHANTS.TXT-=====,===== Transport_Merchants.Txt =====,Food,2025-10-14T01:20:12.762566+00:00,82807,UPI,"Bengaluru, Karnataka",2025-10-14T01:20:12.762566+00:00,2025-10-14T01:20:12.762566+00:00
txn_DB4100AA,user_022,,,DEBIT,1977.0,INR,BILL-MOBILE-BILL,Mobile Bill,Utilities,2025-08-13T02:26:58.762566+00:00,201260,BILL,"Mumbai, Maharashtra",2025-08-13T02:26:58.762566+00:00,2025-08-13T02:26:58.762566+00:00
txn_C0DB976D,user_018,,,CREDIT,124379.0,INR,NEFT-UrbanMonkTechnologies-PAYMENT,Urbanmonktechnologies Payment,Utilities,2025-07-17T12:50:37.762566+00:00,246835,NEFT,"Delhi, Delhi",2025-07-17T12:50:37.762566+00:00,2025-07-17T12:50:37.762566+00:00
txn_180EB7B3,user_014,,,DEBIT,374.0,INR,UPI-FARMERS-MARKET-BASKET,Farmers Market Basket,Grocery,2025-11-01T10:52:13.762566+00:00,69711,UPI,"Delhi, Delhi",2025-11-01T10:52:13.762566+00:00,2025-11-01T10:52:13.762566+00:00
txn_8F12BDB0,user_043,,,DEBIT,918.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Bean,Grocery,2025-10-01T16:30:43.762566+00:00,90956,UPI,"Delhi, Delhi",2025-10-01T16:30:43.762566+00:00,2025-10-01T16:30:43.762566+00:00
txn_57E6DDF6,user_013,,,DEBIT,1958.0,INR,UPI-CAFE-COFFEE-HUB-STREET-CAFE-COFFEE-BEAN-CAFE-COFFEE-BEAN-CAFE-COFFEE-POINT,Cafe Coffee Hub,Food,2025-07-19T06:28:50.762566+00:00,214660,UPI,"Pune, Maharashtra",2025-07-19T06:28:50.762566+00:00,2025-07-19T06:28:50.762566+00:00
txn_9DCAC3BA,user_022,,,DEBIT,21593.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-06-14T19:38:19.762566+00:00,179667,UPI,"Delhi, Delhi",2025-06-14T19:38:19.762566+00:00,2025-06-14T19:38:19.762566+00:00
txn_03E96F1C,user_040,,,DEBIT,1759.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE-SPOT-CAFE-DE-PARIS,Cafe Coffee Spot,Food,2025-10-07T06:36:32.762566+00:00,120314,UPI,"Delhi, Delhi",2025-10-07T06:36:32.762566+00:00,2025-10-07T06:36:32.762566+00:00
txn_4DA34D9E,user_020,,,DEBIT,3826.0,INR,UPI-CAFE-COFFEE-MANOR-CAFE-COFFEE-BEAN-CAFE-COFFEE-TERRACE-CAFE-HOUSE,Cafe Coffee Manor,Shopping,2025-09-20T12:48:53.762566+00:00,135821,UPI,"Delhi, Delhi",2025-09-20T12:48:53.762566+00:00,2025-09-20T12:48:53.762566+00:00
txn_8A33E8EF,user_036,,,CREDIT,149967.0,INR,NEFT-InfinitePixelsStudio-PAYMENT,Infinitepixelsstudio Payment,Shopping,2025-07-21T13:33:29.762566+00:00,211816,NEFT,"Bengaluru, Karnataka",2025-07-21T13:33:29.762566+00:00,2025-07-21T13:33:29.762566+00:00
txn_794F4760,user_029,,,DEBIT,3764.0,INR,UPI-CAREPLUS-PHARMACY-INDIA,Careplus Pharmacy India,Food,2025-06-20T16:06:42.762566+00:00,76919,UPI,"Pune, Maharashtra",2025-06-20T16:06:42.762566+00:00,2025-06-20T16:06:42.762566+00:00
txn_15878D31,user_014,,,DEBIT,2407.0,INR,BILL-ELECTRICITY-BILL,Electricity Bill,Utilities,2025-11-03T01:43:25.762566+00:00,67304,BILL,"Bengaluru, Karnataka",2025-11-03T01:43:25.762566+00:00,2025-11-03T01:43:25.762566+00:00
txn_2E784A8D,user_019,,,DEBIT,3611.0,INR,UPI-CAREPLUS-PHARMACY-INDIA,Careplus Pharmacy India,Food,2025-10-07T05:00:24.762566+00:00,128629,UPI,"Delhi, Delhi",2025-10-07T05:00:24.762566+00:00,2025-10-07T05:00:24.762566+00:00
txn_02EF643C,user_031,,,DEBIT,3050.0,INR,UPI-CAFE-COFFEE-CENTRAL-CAFE-NERO,Cafe Coffee Central,Grocery,2025-10-21T15:00:48.762566+00:00,138728,UPI,"Bengaluru, Karnataka",2025-10-21T15:00:48.762566+00:00,2025-10-21T15:00:48.762566+00:00
txn_3525FD0F,user_015,,,DEBIT,19721.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-07-07T19:46:02.762566+00:00,39140,UPI,"Mumbai, Maharashtra",2025-07-07T19:46:02.762566+00:00,2025-07-07T19:46:02.762566+00:00
txn_A9080B50,user_005,,,DEBIT,19235.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-07-31T11:04:17.762566+00:00,81328,UPI,"Mumbai, Maharashtra",2025-07-31T11:04:17.762566+00:00,2025-07-31T11:04:17.762566+00:00
txn_1E2CD449,user_014,,,DEBIT,2222.0,INR,UPI-CAFE-COFFEE-HUB-CAFE-HOUSE-CAFE-COFFEE-DEPOT-CAFE-COFFEE-SHOP,Cafe Coffee Hub,Grocery,2025-10-18T05:34:01.762566+00:00,65082,UPI,"Bengaluru, Karnataka",2025-10-18T05:34:01.762566+00:00,2025-10-18T05:34:01.762566+00:00
txn_BC418176,user_033,,,DEBIT,2147.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Food,2025-10-22T17:58:58.762566+00:00,136925,UPI,"Mumbai, Maharashtra",2025-10-22T17:58:58.762566+00:00,2025-10-22T17:58:58.762566+00:00
txn_2075778E,user_023,,,DEBIT,1245.0,INR,UPI-CAFE-COFFEE-STOP-ONLINE,Cafe Coffee Stop,Transport,2025-08-18T09:56:25.762566+00:00,125304,UPI,"Bengaluru, Karnataka",2025-08-18T09:56:25.762566+00:00,2025-08-18T09:56:25.762566+00:00
txn_DBABE5CA,user_029,,,DEBIT,1331.0,INR,UPI-DAILY-NEEDS,Daily Needs,Grocery,2025-11-09T02:59:50.762566+00:00,75588,UPI,"Pune, Maharashtra",2025-11-09T02:59:50.762566+00:00,2025-11-09T02:59:50.762566+00:00
txn_CFECFF8D,user_030,,,DEBIT,1175.0,INR,UPI-GROCERMAX,Grocermax,Grocery,2025-08-30T12:32:41.762566+00:00,77845,UPI,"Mumbai, Maharashtra",2025-08-30T12:32:41.762566+00:00,2025-08-30T12:32:41.762566+00:00
txn_3DDE36F2,user_042,,,DEBIT,242.0,INR,UPI-DTH-RECHARGE,Dth Recharge,Recharge,2025-10-15T20:46:38.762566+00:00,97873,UPI,"Mumbai, Maharashtra",2025-10-15T20:46:38.762566+00:00,2025-10-15T20:46:38.762566+00:00
txn_7132F618,user_035,,,DEBIT,1729.0,INR,UPI-CAFE-COFFEE-HUB-&-SPENCER-MALL,Cafe Coffee Hub,Grocery,2025-07-01T16:05:57.762566+00:00,113944,UPI,"Mumbai, Maharashtra",2025-07-01T16:05:57.762566+00:00,2025-07-01T16:05:57.762566+00:00
txn_16C5A44A,user_039,,,DEBIT,4955.0,INR,UPI-FARMERS-MARKET-BASKET,Farmers Market Basket,Medical,2025-08-06T06:12:52.762566+00:00,75674,UPI,"Pune, Maharashtra",2025-08-06T06:12:52.762566+00:00,2025-08-06T06:12:52.762566+00:00
txn_37E2DC22,user_026,,,DEBIT,2146.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-COFFEE-STOP-CAFE-COFFEE-CORNER,Cafe Coffee Garden,Food,2025-09-07T02:23:35.762566+00:00,51262,UPI,"Mumbai, Maharashtra",2025-09-07T02:23:35.762566+00:00,2025-09-07T02:23:35.762566+00:00
txn_43FE4BAA,user_008,,,DEBIT,4130.0,INR,UPI-CAFE-COFFEE-COURT-CAFE-COFFEE-POINT-HOUSE,Cafe Coffee Court,Food,2025-10-10T13:36:57.762566+00:00,82748,UPI,"Mumbai, Maharashtra",2025-10-10T13:36:57.762566+00:00,2025-10-10T13:36:57.762566+00:00
txn_F7E3B8AF,user_020,,,DEBIT,4155.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-7-BEANS,Cafe Coffee Bean,Grocery,2025-07-17T11:51:26.762566+00:00,131666,UPI,"Mumbai, Maharashtra",2025-07-17T11:51:26.762566+00:00,2025-07-17T11:51:26.762566+00:00
txn_D06BC728,user_010,,,DEBIT,1682.0,INR,UPI-NIKE-INDIA-MALL,Nike India Mall,Transport,2025-11-15T14:29:53.762566+00:00,133072,UPI,"Bengaluru, Karnataka",2025-11-15T14:29:53.762566+00:00,2025-11-15T14:29:53.762566+00:00
txn_B03C7599,user_001,,,DEBIT,2845.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-COFFEE-ROASTERS-HOUSE,Cafe Coffee Garden,Grocery,2025-07-25T11:16:04.762566+00:00,91590,UPI,"Bengaluru, Karnataka",2025-07-25T11:16:04.762566+00:00,2025-07-25T11:16:04.762566+00:00
txn_0F12971A,user_001,,,DEBIT,3715.0,INR,UPI-CAFE-COFFEE-STOP-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Stop,Food,2025-06-06T01:17:35.762566+00:00,87875,UPI,"Bengaluru, Karnataka",2025-06-06T01:17:35.762566+00:00,2025-06-06T01:17:35.762566+00:00
txn_FF5F0D5E,user_018,,,DEBIT,3664.0,INR,UPI-MARKS-&-CO.-HOUSE,Marks & Co.,Grocery,2025-08-10T15:10:39.762566+00:00,243171,UPI,"Bengaluru, Karnataka",2025-08-10T15:10:39.762566+00:00,2025-08-10T15:10:39.762566+00:00
txn_D7C89AF5,user_008,,,DEBIT,18351.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-07-30T22:14:31.762566+00:00,64397,UPI,"Pune, Maharashtra",2025-07-30T22:14:31.762566+00:00,2025-07-30T22:14:31.762566+00:00
txn_5A853054,user_043,,,DEBIT,4329.0,INR,BILL-BROADBAND-BILL,Broadband Bill,Utilities,2025-09-17T19:46:52.762566+00:00,86627,BILL,"Delhi, Delhi",2025-09-17T19:46:52.762566+00:00,2025-09-17T19:46:52.762566+00:00
txn_FE5F0D1C,user_015,,,DEBIT,966.0,INR,UPI-SHOPPERS-STOP-CAFE-COFFEE-CENTRAL-PERK,Shoppers Stop Cafe,Grocery,2025-10-05T15:05:46.762566+00:00,38174,UPI,"Mumbai, Maharashtra",2025-10-05T15:05:46.762566+00:00,2025-10-05T15:05:46.762566+00:00
txn_5E56DA7D,user_042,,,DEBIT,1386.0,INR,UPI-HP-PETROL-PUMP,Hp Petrol Pump,Transport,2025-11-16T23:08:31.762566+00:00,96487,UPI,"Bengaluru, Karnataka",2025-11-16T23:08:31.762566+00:00,2025-11-16T23:08:31.762566+00:00
txn_2F2BA149,user_006,,,DEBIT,4328.0,INR,UPI-APOLLO-CARE-PHARMACY,Apollo Care Pharmacy,Shopping,2025-08-26T21:07:22.762566+00:00,88695,UPI,"Bengaluru, Karnataka",2025-08-26T21:07:22.762566+00:00,2025-08-26T21:07:22.762566+00:00
txn_51899071,user_014,,,DEBIT,2143.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-LOUNGE,Cafe Coffee Bean,Food,2025-10-30T05:21:46.762566+00:00,62939,UPI,"Delhi, Delhi",2025-10-30T05:21:46.762566+00:00,2025-10-30T05:21:46.762566+00:00
txn_399FC529,user_011,,,CREDIT,131607.0,INR,NEFT-MetaCoreDynamics-PAYMENT,Metacoredynamics Payment,Recharge,2025-09-06T00:55:12.762566+00:00,177173,NEFT,"Mumbai, Maharashtra",2025-09-06T00:55:12.762566+00:00,2025-09-06T00:55:12.762566+00:00
txn_104E37FA,user_040,,,DEBIT,944.0,INR,UPI-CAFE-COFFEE-YARD-CAFE-COFFEE-SPOT-CAFE-HOUSE,Cafe Coffee Yard,Shopping,2025-06-15T15:56:16.762566+00:00,119370,UPI,"Mumbai, Maharashtra",2025-06-15T15:56:16.762566+00:00,2025-06-15T15:56:16.762566+00:00
txn_D99C4F32,user_025,,,DEBIT,1052.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-COFFEE-STUDIO-CAFE-COFFEE-HUB-&-CO.,Cafe Coffee Garden,Food,2025-06-25T02:39:08.762566+00:00,141423,UPI,"Delhi, Delhi",2025-06-25T02:39:08.762566+00:00,2025-06-25T02:39:08.762566+00:00
txn_567CF013,user_025,,,DEBIT,4866.0,INR,UPI-CAFE-COFFEE-YARD,Cafe Coffee Yard,Food,2025-08-01T16:33:12.762566+00:00,136557,UPI,"Bengaluru, Karnataka",2025-08-01T16:33:12.762566+00:00,2025-08-01T16:33:12.762566+00:00
txn_2AC71B6F,user_007,,,DEBIT,2874.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-COFFEE-HUB-CAFE-COFFEE-WORKS-CAFE,Cafe Coffee Garden,Food,2025-08-02T00:22:38.762566+00:00,99117,UPI,"Delhi, Delhi",2025-08-02T00:22:38.762566+00:00,2025-08-02T00:22:38.762566+00:00
txn_8EF23BCC,user_031,,,DEBIT,807.0,INR,CARD-SPOTIFY,Spotify,Entertainment,2025-06-08T08:56:27.762566+00:00,137921,CARD,"Pune, Maharashtra",2025-06-08T08:56:27.762566+00:00,2025-06-08T08:56:27.762566+00:00
txn_A30778AB,user_024,,,DEBIT,1427.0,INR,UPI-CAFE-COFFEE-HUB-STREET-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Hub,Medical,2025-08-22T12:45:58.762566+00:00,81800,UPI,"Delhi, Delhi",2025-08-22T12:45:58.762566+00:00,2025-08-22T12:45:58.762566+00:00
txn_1C63D03F,user_039,,,DEBIT,3370.0,INR,UPI-CAFE-COFFEE-FACTORY-CAFE-COFFEE-STUDIO-CAFE-COFFEE-COLLECTIVE-HOUSE,Cafe Coffee Factory,Food,2025-07-29T10:13:13.762566+00:00,72304,UPI,"Mumbai, Maharashtra",2025-07-29T10:13:13.762566+00:00,2025-07-29T10:13:13.762566+00:00
txn_1EF86C2A,user_018,,,CREDIT,8430.0,INR,NEFT-HexaCoreSolutions-PAYMENT,Hexacoresolutions Payment,Transport,2025-07-10T07:29:08.762566+00:00,251601,NEFT,"Mumbai, Maharashtra",2025-07-10T07:29:08.762566+00:00,2025-07-10T07:29:08.762566+00:00
txn_ECD42D9E,user_005,,,DEBIT,3888.0,INR,BILL-BROADBAND-BILL,Broadband Bill,Utilities,2025-09-11T22:28:58.762566+00:00,77440,BILL,"Pune, Maharashtra",2025-09-11T22:28:58.762566+00:00,2025-09-11T22:28:58.762566+00:00
txn_7FAC1984,user_007,,,DEBIT,291.0,INR,UPI-CAFE-COFFEE-YARD-CAFE-LATTE,Cafe Coffee Yard,Food,2025-11-21T17:22:35.762566+00:00,98826,UPI,"Delhi, Delhi",2025-11-21T17:22:35.762566+00:00,2025-11-21T17:22:35.762566+00:00
txn_F8B58FF5,user_001,,,DEBIT,4121.0,INR,UPI-CAFE-COFFEE-COURT-CAFE-EXPRESS,Cafe Coffee Court,Grocery,2025-10-18T12:50:17.762566+00:00,83754,UPI,"Pune, Maharashtra",2025-10-18T12:50:17.762566+00:00,2025-10-18T12:50:17.762566+00:00
txn_AE28D966,user_025,,,DEBIT,4410.0,INR,UPI-CAFE-COFFEE-ZONE-CAFE-COFFEE-LOUNGE-BAR,Cafe Coffee Zone,Food,2025-06-10T07:55:58.762566+00:00,132147,UPI,"Pune, Maharashtra",2025-06-10T07:55:58.762566+00:00,2025-06-10T07:55:58.762566+00:00
txn_1398144D,user_049,,,DEBIT,720.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Garden,Grocery,2025-11-04T18:16:47.762566+00:00,122724,UPI,"Delhi, Delhi",2025-11-04T18:16:47.762566+00:00,2025-11-04T18:16:47.762566+00:00
txn_645C062D,user_047,,,DEBIT,2559.0,INR,BILL-ELECTRICITY-BILL,Electricity Bill,Utilities,2025-07-16T06:03:52.762566+00:00,72658,BILL,"Mumbai, Maharashtra",2025-07-16T06:03:52.762566+00:00,2025-07-16T06:03:52.762566+00:00
txn_15199DBB,user_006,,,DEBIT,890.0,INR,UPI-APOLLO-CARE-PHARMACY,Apollo Care Pharmacy,Grocery,2025-06-03T13:54:10.762566+00:00,87805,UPI,"Mumbai, Maharashtra",2025-06-03T13:54:10.762566+00:00,2025-06-03T13:54:10.762566+00:00
txn_32D6AE96,user_030,,,DEBIT,4590.0,INR,UPI-=====-TRANSPORT_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====,===== Transport_Merchants.Txt =====,Medical,2025-09-28T01:12:49.762566+00:00,73255,UPI,"Delhi, Delhi",2025-09-28T01:12:49.762566+00:00,2025-09-28T01:12:49.762566+00:00
txn_FDC2342F,user_036,,,DEBIT,1377.0,INR,UPI-LEVI'S-MALL,Levi'S Mall,Shopping,2025-08-08T23:51:00.762566+00:00,210439,UPI,"Delhi, Delhi",2025-08-08T23:51:00.762566+00:00,2025-08-08T23:51:00.762566+00:00
txn_D5407B1D,user_015,,,DEBIT,4773.0,INR,UPI-APOLLO-CARE-PHARMACY,Apollo Care Pharmacy,Grocery,2025-06-23T10:53:24.762566+00:00,33401,UPI,"Mumbai, Maharashtra",2025-06-23T10:53:24.762566+00:00,2025-06-23T10:53:24.762566+00:00
txn_9FBDF408,user_034,,,DEBIT,13691.0,INR,CARD-TRAVEL-AGENCY,Travel Agency,Trips,2025-11-02T16:10:20.762566+00:00,81869,CARD,"Pune, Maharashtra",2025-11-02T16:10:20.762566+00:00,2025-11-02T16:10:20.762566+00:00
txn_924625B9,user_007,INV-2025-1341,job_cdb80ceb,CREDIT,139104.0,INR,NEFT-DigitalCraftMedia-PAYMENT,Digitalcraftmedia Payment,Grocery,2025-07-06T04:04:40.762566+00:00,237930,NEFT,"Bengaluru, Karnataka",2025-07-06T04:04:40.762566+00:00,2025-07-06T04:04:40.762566+00:00
txn_5ED90EA6,user_031,,,DEBIT,2216.0,INR,UPI-SHOPPER'S-STOP-CAFE-COFFEE-EXPRESS-CAFE-COFFEE-FACTORY,Shopper'S Stop Cafe,Transport,2025-10-22T14:56:22.762566+00:00,135705,UPI,"Mumbai, Maharashtra",2025-10-22T14:56:22.762566+00:00,2025-10-22T14:56:22.762566+00:00
txn_93F32293,user_046,,,CREDIT,78698.0,INR,NEFT-OrbitWorksSolutions-PAYMENT,Orbitworkssolutions Payment,Food,2025-06-14T20:40:30.762566+00:00,206337,NEFT,"Mumbai, Maharashtra",2025-06-14T20:40:30.762566+00:00,2025-06-14T20:40:30.762566+00:00
txn_8339BA6E,user_025,,,DEBIT,2079.0,INR,UPI-MYNTRA-STUDIO-CAFE-COFFEE-MANOR-CAFE,Myntra Studio Cafe,Medical,2025-07-29T00:08:45.762566+00:00,130068,UPI,"Delhi, Delhi",2025-07-29T00:08:45.762566+00:00,2025-07-29T00:08:45.762566+00:00
txn_92DE1F55,user_009,INV-2025-1251,job_385c3114,CREDIT,115102.0,INR,NEFT-SoftcloudNetworks-PAYMENT,Softcloudnetworks Payment,Food,2025-08-10T22:58:55.762566+00:00,248011,NEFT,"Bengaluru, Karnataka",2025-08-10T22:58:55.762566+00:00,2025-08-10T22:58:55.762566+00:00
txn_A29D4633,user_023,,,DEBIT,3317.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-CENTRAL,Cafe Coffee Bean,Transport,2025-10-31T21:12:55.762566+00:00,121987,UPI,"Bengaluru, Karnataka",2025-10-31T21:12:55.762566+00:00,2025-10-31T21:12:55.762566+00:00
txn_4D813927,user_049,,,DEBIT,1434.0,INR,UPI-SHOPPER'S-STOP-MALL,Shopper'S Stop Mall,Medical,2025-08-30T06:25:45.762566+00:00,121290,UPI,"Pune, Maharashtra",2025-08-30T06:25:45.762566+00:00,2025-08-30T06:25:45.762566+00:00
txn_DFE5B79A,user_012,,,DEBIT,1120.0,INR,CARD-NETFLIX,Netflix,Entertainment,2025-11-23T07:25:52.762566+00:00,131594,CARD,"Bengaluru, Karnataka",2025-11-23T07:25:52.762566+00:00,2025-11-23T07:25:52.762566+00:00
txn_B0098BFD,user_032,,,CREDIT,30650.0,INR,NEFT-PrimeShiftDigital-PAYMENT,Primeshiftdigital Payment,Shopping,2025-10-21T16:45:09.762566+00:00,147221,NEFT,"Delhi, Delhi",2025-10-21T16:45:09.762566+00:00,2025-10-21T16:45:09.762566+00:00
txn_ACA9D55B,user_032,,,DEBIT,1600.0,INR,UPI-THIRD-WAVE-COFFEE-STREET,Third Wave Coffee,Grocery,2025-08-12T06:39:58.762566+00:00,145621,UPI,"Mumbai, Maharashtra",2025-08-12T06:39:58.762566+00:00,2025-08-12T06:39:58.762566+00:00
