invoice_id,company_id,company_name,client_id,related_freelancer_id,related_job_id,amount_due,currency,invoice_created_at,due_date,payment_expected_date,status,days_overdue,communication_history,last_communication_at,invoice_tags,created_at,updated_at
INV-2025-1185,company_018,StellarPeak Studios,user_031,user_003,job_95a4e444,125249,INR,2025-08-26T06:39:52.047235+00:00,2025-10-01,2025-10-06,OVERDUE,56,"[{""ts"": ""2025-08-26T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1185 to StellarPeak Studios."", ""type"": ""initial""}, {""ts"": ""2025-09-02T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Attached invoice to email and sent friendly note summarizing tasks and requested confirmation. Client acknowledged and promised timely processing."", ""type"": ""reminder""}, {""ts"": ""2025-09-10T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent email emphasizing overdue invoice and requesting immediate action. Included reference to previous communications and highlighted potential consequences for non-payment. Client acknowledged receipt."", ""type"": ""firm""}, {""ts"": ""2025-09-25T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice to client for overdue payment. Included detailed invoice history, prior reminders, payment history, and consequences of non-compliance and referenced contractual terms. Client notified of payment deadline and consequences. Legal team copied for action. Full communication history and communications. Legal action recommended if payment is not received. Legal team kept on record."", ""type"": ""legal""}]",2025-09-25T06:39:52.047235+00:00,milestone,2025-08-26T06:39:52.047235+00:00,2025-11-26T06:39:52.047235+00:00
INV-2025-1186,company_009,BlueHelix Technologies,user_019,user_015,job_ef95a3a6,100424,INR,2025-11-12T06:39:52.047235+00:00,2025-11-19,2025-11-24,OVERDUE,7,"[{""ts"": ""2025-11-12T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1186 to BlueHelix Technologies."", ""type"": ""initial""}, {""ts"": ""2025-11-19T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Client acknowledged receipt and appreciated the clarity of the expected date of payment. No issues reported, and client expressed satisfaction."", ""type"": ""reminder""}, {""ts"": ""2025-11-27T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up message via WhatsApp stressing urgency of overdue invoice. Reminded them of pending invoice and emphasizing the importance of prompt payment and requested immediate settlement. Client confirmed receipt."", ""type"": ""firm""}]",2025-11-27T06:39:52.047235+00:00,,2025-11-12T06:39:52.047235+00:00,2025-11-26T06:39:52.047235+00:00
INV-2025-1187,company_022,Hyperlane Technologies,user_007,user_031,job_fd035207,97097,INR,2025-08-21T06:39:52.047235+00:00,2025-09-20,2025-09-25,OVERDUE,67,"[{""ts"": ""2025-08-21T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1187 to Hyperlane Technologies."", ""type"": ""initial""}, {""ts"": ""2025-08-28T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Attached invoice to email and sent friendly note highlighting the completed work and breakdown of charges and highlighting the completed work and breakdown of charges. Followed up with a short summary of services provided. Sent a follow-up message sent for confirmation. Client replied courteously and indicated payment would be initiated shortly."", ""type"": ""reminder""}, {""ts"": ""2025-09-05T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up email outlining overdue invoice and reiterating payment terms. Emphasized urgency and importance of compliance with agreed terms. Client replied, promising prompt action. Provided reference to previous communications and potential contractual implications. Client confirmed awareness."", ""type"": ""firm""}, {""ts"": ""2025-09-20T06:39:52.047235+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice regarding overdue invoice, prior reminders, payment history, and consequences of delay. Client notified of payment deadline. Legal team instructed to draft formal notice to client. Urgency emphasized. Legal team archived documentation."", ""type"": ""legal""}]",2025-09-20T06:39:52.047235+00:00,,2025-08-21T06:39:52.047235+00:00,2025-11-26T06:39:52.050861+00:00
INV-2025-1188,company_022,Hyperlane Technologies,user_020,user_040,job_105a2a83,150270,INR,2025-11-16T06:39:52.050861+00:00,2025-12-10,2025-12-15,PENDING,0,"[{""ts"": ""2025-11-16T06:39:52.050861+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1188 to Hyperlane Technologies."", ""type"": ""initial""}]",2025-11-16T06:39:52.050861+00:00,,2025-11-16T06:39:52.050861+00:00,2025-11-26T06:39:52.050861+00:00
INV-2025-1189,company_024,OrbitWorks Solutions,user_011,user_035,job_4312d624,136532,INR,2025-08-18T06:39:52.050861+00:00,2025-09-12,2025-09-17,OVERDUE,75,"[{""ts"": ""2025-08-18T06:39:52.050861+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1189 to OrbitWorks Solutions."", ""type"": ""initial""}, {""ts"": ""2025-08-25T06:39:52.050861+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent an email thanking the client regarding the pending invoice. The message included a polite message confirming receipt and promised to process payment by deadline."", ""type"": ""reminder""}, {""ts"": ""2025-09-02T06:39:52.050861+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Called client to discuss overdue invoice. Emphasized immediate action and confirmed understanding."", ""type"": ""firm""}, {""ts"": ""2025-09-17T06:39:52.050861+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice detailing overdue invoice, including payment deadline and consequences. Legal team updated."", ""type"": ""legal""}]",2025-09-17T06:39:52.050861+00:00,,2025-08-18T06:39:52.050861+00:00,2025-11-26T06:39:52.050861+00:00
INV-2025-1190,company_028,InfinitePixels Studio,user_018,user_032,job_a27db453,57993,INR,2025-09-01T06:39:52.051388+00:00,2025-09-11,2025-09-16,OVERDUE,76,"[{""ts"": ""2025-09-01T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1190 to InfinitePixels Studio."", ""type"": ""initial""}, {""ts"": ""2025-09-08T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Gently nudged client via email, summarizing completed work and total amount due. Follow-up included a courteous request for confirmation of receipt. Client acknowledged receipt and understanding. Client responded affirmatively."", ""type"": ""reminder""}, {""ts"": ""2025-09-16T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent firm email reminding client of overdue invoice. Firmly requested immediate action. Highlighted contractual obligations and urgency of overdue payment. Firmly requested settlement and emphasized importance of compliance with agreed terms. Client replied, promising prompt action."", ""type"": ""firm""}, {""ts"": ""2025-10-01T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated overdue invoice to legal team, providing full invoice history, communications, and contractual obligations. Client notified. Legal team kept on record."", ""type"": ""legal""}]",2025-10-01T06:39:52.051388+00:00,,2025-09-01T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1191,company_039,HexaCore Solutions,user_005,user_006,job_0bedbdc5,39531,INR,2025-11-17T06:39:52.051388+00:00,2025-12-02,2025-12-07,PARTIAL,0,"[{""ts"": ""2025-11-17T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1191 to HexaCore Solutions."", ""type"": ""initial""}]",2025-11-17T06:39:52.051388+00:00,,2025-11-17T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1192,company_011,BrightPath Software,user_004,user_027,job_67178b0b,186937,INR,2025-10-18T06:39:52.051388+00:00,2025-11-02,2025-11-07,PAID,24,"[{""ts"": ""2025-10-18T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1192 to BrightPath Software."", ""type"": ""initial""}, {""ts"": ""2025-10-25T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Email sent with invoice attached. Confirmed receipt via messaging and provided payment instructions. Followed up politely through WhatsApp to confirm they received the invoice. Included a brief summary of completed tasks and charges. Follow-up included a courteous request for confirmation of receipt and offering assistance for any clarifications. Client acknowledged and promised to process payment by deadline."", ""type"": ""reminder""}, {""ts"": ""2025-11-02T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Called client regarding overdue payment, emphasizing that the invoice has passed the due date and immediate settlement and confirmed client awareness. Client responded acknowledging urgency."", ""type"": ""firm""}, {""ts"": ""2025-11-17T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent final demand letter emphasizing overdue invoice, highlighting prior reminders and contractual obligations. Client informed of 7-day window for settlement. Legal team updated. Client acknowledged receipt."", ""type"": ""legal""}]",2025-11-17T06:39:52.051388+00:00,,2025-10-18T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1193,company_024,OrbitWorks Solutions,user_011,user_002,job_183e8664,168217,INR,2025-07-29T06:39:52.051388+00:00,2025-08-07,2025-08-12,OVERDUE,111,"[{""ts"": ""2025-07-29T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1193 to OrbitWorks Solutions."", ""type"": ""initial""}, {""ts"": ""2025-08-05T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Email and WhatsApp messages sent to client. Followed up politely to confirm invoice receipt. Provided a short summary of the invoice. Highlighted due date and thanking them for prompt attention. Client responded affirmatively."", ""type"": ""reminder""}, {""ts"": ""2025-08-13T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up WhatsApp message regarding overdue payment. Firmly emphasized urgency and importance of timely payment. Client acknowledged and confirmed understanding."", ""type"": ""firm""}, {""ts"": ""2025-08-28T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated client’s overdue invoice to legal department notified."", ""type"": ""legal""}]",2025-08-28T06:39:52.051388+00:00,,2025-07-29T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1194,company_019,MatrixEdge Pvt Ltd,user_040,user_017,job_5fdc2dbd,59878,INR,2025-11-13T06:39:52.051388+00:00,2025-12-19,2025-12-24,PAID,0,"[{""ts"": ""2025-11-13T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1194 to MatrixEdge Pvt Ltd."", ""type"": ""initial""}]",2025-11-13T06:39:52.051388+00:00,,2025-11-13T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1195,company_002,FinSys Pvt Ltd,user_042,user_033,job_4d093d6d,27259,INR,2025-10-27T06:39:52.051388+00:00,2025-11-14,2025-11-19,OVERDUE,12,"[{""ts"": ""2025-10-27T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1195 to FinSys Pvt Ltd."", ""type"": ""initial""}, {""ts"": ""2025-11-03T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Shared invoice via WhatsApp, providing payment details and payment instructions. Client acknowledged receipt."", ""type"": ""reminder""}, {""ts"": ""2025-11-11T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent formal reminder email highlighting overdue invoice and requesting prompt action."", ""type"": ""firm""}]",2025-11-11T06:39:52.051388+00:00,milestone,2025-10-27T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1196,company_027,BoldBridge Software,user_030,user_013,job_35903f42,138146,INR,2025-09-27T06:39:52.051388+00:00,2025-11-06,2025-11-11,OVERDUE,20,"[{""ts"": ""2025-09-27T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1196 to BoldBridge Software."", ""type"": ""initial""}, {""ts"": ""2025-10-04T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent an email outlining the invoice details and provide feedback within two business days. Followed up with a friendly email with line-by-line breakdown of services rendered. Client responded affirmatively."", ""type"": ""reminder""}, {""ts"": ""2025-10-12T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Called client to discuss overdue invoice. Firmly requested action and provided payment instructions. Client responded indicating payment will be processed soon."", ""type"": ""firm""}, {""ts"": ""2025-10-27T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent final demand letter emphasizing overdue invoice, prior reminders, and legal consequences. Client notified of payment deadline and consequences. Legal team informed."", ""type"": ""legal""}]",2025-10-27T06:39:52.051388+00:00,,2025-09-27T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1197,company_032,FutureSpark Labs,user_044,user_016,job_525d2444,85566,INR,2025-09-10T06:39:52.051388+00:00,2025-10-01,2025-10-06,PENDING,56,"[{""ts"": ""2025-09-10T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1197 to FutureSpark Labs."", ""type"": ""initial""}, {""ts"": ""2025-09-17T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Gently reminded client about invoice via WhatsApp, providing payment details and provide feedback within two business days. Followed up politely confirming receipt and expressed willingness to assist with any clarifications or supporting documents. Client acknowledged receipt and appreciated the clarity of the invoice was received and understood invoice. Client confirmed."", ""type"": ""reminder""}, {""ts"": ""2025-09-25T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent formal email to client reminding them of overdue invoice. Emphasized consequences of further delay and requested immediate settlement. Client responded, indicating they would process."", ""type"": ""firm""}, {""ts"": ""2025-10-10T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice requesting immediate payment for overdue invoice, including payment deadline and potential penalties. Client notified of 7-day window for settlement. Legal team documented all details."", ""type"": ""legal""}]",2025-10-10T06:39:52.051388+00:00,,2025-09-10T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1198,company_034,PrimeShift Digital,user_039,user_019,job_7ff3613c,111839,INR,2025-10-06T06:39:52.051388+00:00,2025-10-17,2025-10-22,OVERDUE,40,"[{""ts"": ""2025-10-06T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1198 to PrimeShift Digital."", ""type"": ""initial""}, {""ts"": ""2025-10-13T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Followed up with a polite WhatsApp message confirming client received the email. The client responded positively, acknowledging receipt and address any potential questions. Client confirmed and appreciated the clarity of the invoice. Included a brief summary of completed tasks and requested confirmation. Client acknowledged receipt and offer assistance. Client acknowledged receipt of the invoice attachment sent to client. Followed up with a polite message confirming receipt and expressed satisfaction with documentation."", ""type"": ""reminder""}, {""ts"": ""2025-10-21T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent firm email reminding client of overdue invoice. Emphasized immediate payment and compliance with agreed terms. Client indicated payment would be initiated shortly."", ""type"": ""firm""}, {""ts"": ""2025-11-05T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent final demand letter outlining overdue invoice, previous communications, payment history, and consequences of non-compliance and referenced contractual terms. Client notified of 7-day window for settlement. Legal team informed."", ""type"": ""legal""}]",2025-11-05T06:39:52.051388+00:00,milestone,2025-10-06T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1199,company_015,NextWave Creations,user_017,user_006,job_a87afd61,46609,INR,2025-10-06T06:39:52.051388+00:00,2025-10-17,2025-10-22,PAID,40,"[{""ts"": ""2025-10-06T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1199 to NextWave Creations."", ""type"": ""initial""}, {""ts"": ""2025-10-13T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent a courteous request for confirmation of receipt. Client acknowledged receipt."", ""type"": ""reminder""}, {""ts"": ""2025-10-21T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent firm email highlighting overdue payment and noted potential escalation if not received soon. Client confirmed receipt."", ""type"": ""firm""}, {""ts"": ""2025-11-05T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice detailing overdue invoice, previous communications, payment history, and consequences of delay. Client notified of immediate action required and timeline for compliance. Copies archived for records."", ""type"": ""legal""}]",2025-11-05T06:39:52.051388+00:00,milestone,2025-10-06T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1200,company_009,BlueHelix Technologies,user_046,user_016,job_9601037d,71745,INR,2025-08-28T06:39:52.051388+00:00,2025-09-18,2025-09-23,OVERDUE,69,"[{""ts"": ""2025-08-28T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1200 to BlueHelix Technologies."", ""type"": ""initial""}, {""ts"": ""2025-09-04T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Email sent with invoice and appreciated the communication."", ""type"": ""reminder""}, {""ts"": ""2025-09-12T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent email emphasizing overdue invoice and reiterating payment terms. Emphasized urgency and contractual obligations. Client assured payment would be transferred. Client responded, indicating they would prioritize payment."", ""type"": ""firm""}, {""ts"": ""2025-09-27T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice regarding overdue payment, referencing contractual obligations and potential penalties. Notified client that continued non-payment will result in involvement of legal counsel. Provided full communication and invoice details. Legal counsel instructed to draft formal notice to client. Urgency emphasized."", ""type"": ""legal""}]",2025-09-27T06:39:52.051388+00:00,,2025-08-28T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1201,company_030,NorthStar Automation,user_045,user_039,job_2219ba7a,115008,INR,2025-08-28T06:39:52.051388+00:00,2025-09-19,2025-09-24,OVERDUE,68,"[{""ts"": ""2025-08-28T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1201 to NorthStar Automation."", ""type"": ""initial""}, {""ts"": ""2025-09-04T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent email invoice with gratitude for collaboration and attached the invoice was received and understood. Provided a short summary of services rendered. Client responded confirming the invoice was received and understood. Provided a short summary of completed tasks and charges. Follow-up included a courteous email along with the documentation."", ""type"": ""reminder""}, {""ts"": ""2025-09-12T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up WhatsApp message emphasizing urgency of overdue payment. Emphasized prior reminders and contractual obligations. Client promised prompt processing."", ""type"": ""firm""}, {""ts"": ""2025-09-27T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice for overdue invoice, highlighting the total outstanding amount and referencing contractual obligations. Notified client that failure to comply will result in involvement of legal counsel. Provided full record of prior communications for reference."", ""type"": ""legal""}]",2025-09-27T06:39:52.051388+00:00,milestone,2025-08-28T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1202,company_009,BlueHelix Technologies,user_025,user_032,job_a922fd85,135218,INR,2025-08-27T06:39:52.051388+00:00,2025-10-11,2025-10-16,PENDING,46,"[{""ts"": ""2025-08-27T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1202 to BlueHelix Technologies."", ""type"": ""initial""}, {""ts"": ""2025-09-03T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Gently reminded client about invoice via email and WhatsApp. Emphasized due date for the detailed communication."", ""type"": ""reminder""}, {""ts"": ""2025-09-11T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent formal email emphasizing overdue payment and requested urgent action. Client responded acknowledging urgency."", ""type"": ""firm""}, {""ts"": ""2025-09-26T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice requesting immediate payment for overdue invoice, including payment deadline and potential legal action. Legal team advised to prepare formal notice for overdue payment. Included detailed invoice history, previous reminders, and legal implications. Urgency emphasized."", ""type"": ""legal""}]",2025-09-26T06:39:52.051388+00:00,,2025-08-27T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1203,company_030,NorthStar Automation,user_031,user_020,job_0702cb8c,188373,INR,2025-08-01T06:39:52.051388+00:00,2025-08-28,2025-09-02,OVERDUE,90,"[{""ts"": ""2025-08-01T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1203 to NorthStar Automation."", ""type"": ""initial""}, {""ts"": ""2025-08-08T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent invoice via email highlighting the completed work and breakdown of charges and work completed. Followed up with a WhatsApp message to confirm invoice receipt. Provided a polite message confirming the receipt and confirmed receipt and expressed willingness to assist with any clarifications or supporting documents. Client acknowledged receipt and offer assistance. Client acknowledged and promised to process payment by deadline."", ""type"": ""reminder""}, {""ts"": ""2025-08-16T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up email sent regarding overdue invoice. Requested confirmation of receipt. Client indicated payment will be expedited."", ""type"": ""firm""}, {""ts"": ""2025-08-31T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated client’s overdue invoice to legal team informed."", ""type"": ""legal""}]",2025-08-31T06:39:52.051388+00:00,,2025-08-01T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1204,company_032,FutureSpark Labs,user_043,user_047,job_c15769d5,45439,INR,2025-08-20T06:39:52.051388+00:00,2025-09-04,2025-09-09,PENDING,83,"[{""ts"": ""2025-08-20T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1204 to FutureSpark Labs."", ""type"": ""initial""}, {""ts"": ""2025-08-27T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent a polite tone emphasizing due dates and offering clarification if needed. Client responded positively."", ""type"": ""reminder""}, {""ts"": ""2025-09-04T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Called client to discuss the overdue duration and consequences. Client responded with assurance of payment."", ""type"": ""firm""}, {""ts"": ""2025-09-19T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated client’s overdue invoice to legal team, providing full invoice history, previous reminders, and potential legal action may be pursued. Documented communication for potential escalation."", ""type"": ""legal""}]",2025-09-19T06:39:52.051388+00:00,,2025-08-20T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1205,company_037,OmniLayer Interactive,user_010,user_009,job_ae71a68d,143343,INR,2025-10-31T06:39:52.051388+00:00,2025-11-24,2025-11-29,PARTIAL,2,"[{""ts"": ""2025-10-31T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1205 to OmniLayer Interactive."", ""type"": ""initial""}, {""ts"": ""2025-11-07T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Email sent with invoice attachment sent to client. Followed up with the invoice, explaining payment instructions and terms. Followed up with a WhatsApp message confirming client received it. Client responded positively."", ""type"": ""reminder""}]",2025-11-07T06:39:52.051388+00:00,,2025-10-31T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
INV-2025-1206,company_011,BrightPath Software,user_003,user_042,job_342d5fa3,164068,INR,2025-11-14T06:39:52.051388+00:00,2025-11-23,2025-11-28,OVERDUE,3,"[{""ts"": ""2025-11-14T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1206 to BrightPath Software."", ""type"": ""initial""}, {""ts"": ""2025-11-21T06:39:52.051388+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Email sent with invoice and appreciated the clarity of the invoice for review. Followed up politely, requesting confirmation of receipt. Client responded courteously, ensuring timely processing."", ""type"": ""reminder""}]",2025-11-21T06:39:52.051388+00:00,,2025-11-14T06:39:52.051388+00:00,2025-11-26T06:39:52.051388+00:00
