event_id,user_id,title,category,related_job_id,related_company_id,start_time,end_time,priority,event_status,location,created_at,updated_at
evt_2114,user_018,Personal Errand Event,Personal Errand,,,2025-12-03T14:30:00+00:00,2025-12-03T17:30:00+00:00,Medium,done,"Pune, Maharashtra",2025-11-10T14:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2115,user_043,Subscription Renewal Event,Subscription Renewal,,,2026-01-24T16:30:00+00:00,2026-01-24T17:30:00+00:00,Medium,done,Remote,2026-01-04T16:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2116,user_012,Portfolio Update Event,Portfolio Update,,,2026-01-14T11:15:00+00:00,2026-01-14T12:15:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-12-22T11:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2117,user_002,Medical Test Event,Medical Test,,,2025-12-16T18:15:00+00:00,2025-12-16T19:15:00+00:00,Medium,done,Remote,2025-11-22T18:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2118,user_045,Payment Collection Alert Event,Payment Collection Alert,,,2026-01-02T18:30:00+00:00,2026-01-02T19:30:00+00:00,Medium,cancelled,Remote,2025-12-03T18:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2119,user_020,Dentist Appointment Event,Dentist Appointment,,,2026-01-20T14:00:00+00:00,2026-01-20T15:00:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2026-01-14T14:00:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2120,user_043,Commute Time Event,Commute Time,,,2025-11-29T11:45:00+00:00,2025-11-29T13:45:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-11-22T11:45:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2121,user_035,House Cleaning Event,House Cleaning,,,2025-12-31T14:45:00+00:00,2025-12-31T15:45:00+00:00,Medium,scheduled,"Bengaluru, Karnataka",2025-12-16T14:45:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2122,user_011,Eye Checkup Event,Eye Checkup,,,2025-11-01T15:15:00+00:00,2025-11-01T18:15:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2025-10-13T15:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2123,user_001,Rent Payment Reminder Event,Rent Payment Reminder,,,2025-12-24T18:00:00+00:00,2025-12-24T21:00:00+00:00,High,cancelled,Remote,2025-11-28T18:00:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2124,user_036,Skill Learning Session Event,Skill Learning Session,,,2025-11-27T13:45:00+00:00,2025-11-27T15:45:00+00:00,Medium,cancelled,Remote,2025-11-17T13:45:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2125,user_009,Freelance Job Review Event,Freelance Job Review,,,2025-12-31T11:30:00+00:00,2025-12-31T12:30:00+00:00,Medium,scheduled,"Bengaluru, Karnataka",2025-12-04T11:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2126,user_009,Medical Test Event,Medical Test,,,2026-01-15T17:45:00+00:00,2026-01-15T20:45:00+00:00,Medium,done,"Pune, Maharashtra",2025-12-26T17:45:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2127,user_050,Mental Health Break Event,Mental Health Break,,,2025-11-13T13:15:00+00:00,2025-11-13T14:15:00+00:00,Medium,scheduled,"Mumbai, Maharashtra",2025-10-29T13:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2128,user_016,Invoice Follow-Up Reminder Event,Invoice Follow-Up Reminder,,,2025-12-01T14:30:00+00:00,2025-12-01T16:30:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-11-10T14:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2129,user_032,Mental Health Break Event,Mental Health Break,,,2026-01-25T12:15:00+00:00,2026-01-25T14:15:00+00:00,Medium,done,"Bengaluru, Karnataka",2026-01-19T12:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2130,user_008,Religious Event Event,Religious Event,,,2026-01-08T13:30:00+00:00,2026-01-08T16:30:00+00:00,Medium,cancelled,Remote,2025-12-16T13:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2131,user_009,Freelance Job Review Event,Freelance Job Review,,,2025-11-21T11:00:00+00:00,2025-11-21T12:00:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-11-03T11:00:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2132,user_047,Concert Event Event,Concert Event,,,2025-12-06T09:45:00+00:00,2025-12-06T10:45:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-11-13T09:45:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2133,user_032,House Cleaning Event,House Cleaning,,,2026-01-08T13:15:00+00:00,2026-01-08T15:15:00+00:00,Medium,done,Remote,2025-12-22T13:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2134,user_030,Diet Tracking Reminder Event,Diet Tracking Reminder,,,2026-01-15T15:45:00+00:00,2026-01-15T17:45:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-12-21T15:45:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2135,user_032,Religious Event Event,Religious Event,,,2026-01-20T18:15:00+00:00,2026-01-20T21:15:00+00:00,Medium,cancelled,Remote,2025-12-31T18:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2136,user_034,Morning Run Event,Morning Run,,,2025-11-03T08:30:00+00:00,2025-11-03T11:30:00+00:00,Medium,done,"Pune, Maharashtra",2025-10-14T08:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2137,user_004,Dinner Plan Event,Dinner Plan,,,2025-11-22T18:00:00+00:00,2025-11-22T21:00:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-10-30T18:00:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2138,user_041,Eye Checkup Event,Eye Checkup,,,2025-12-29T09:15:00+00:00,2025-12-29T10:15:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2025-12-26T09:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2139,user_014,Meditation Session Event,Meditation Session,,,2025-11-01T12:15:00+00:00,2025-11-01T13:15:00+00:00,Medium,done,Remote,2025-10-11T12:15:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2140,user_033,Project Deadline: Frontend Developer required to rebuild Portfolio Website using React/Next.js and improve SEO performance. Medium-priority project.,Project Deadline,job_de7c5695,company_022,2026-01-16T09:00:00+00:00,2026-01-16T11:00:00+00:00,High,done,"Pune, Maharashtra",2025-12-29T09:00:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2141,user_035,Birthday Celebration of Aarav,Birthday Celebration,,,2025-11-12T09:30:00+00:00,2025-11-12T11:30:00+00:00,Medium,cancelled,"Pune, Maharashtra",2025-10-29T09:30:00+00:00,2025-11-26T06:39:52.408578+00:00
evt_2142,user_039,Morning Run Event,Morning Run,,,2026-01-11T12:45:00+00:00,2026-01-11T14:45:00+00:00,Medium,cancelled,"Pune, Maharashtra",2025-12-14T12:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2143,user_029,Client Meeting with DesignStudio X,Client Meeting,,company_016,2025-12-01T18:15:00+00:00,2025-12-01T21:15:00+00:00,Medium,scheduled,Remote,2025-11-11T18:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2144,user_037,Hotel Check-In Event,Hotel Check-In,,,2025-10-31T09:30:00+00:00,2025-10-31T12:30:00+00:00,Medium,done,Remote,2025-10-27T09:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2145,user_026,Skill Learning Session Event,Skill Learning Session,,,2025-10-31T13:45:00+00:00,2025-10-31T15:45:00+00:00,Medium,scheduled,Remote,2025-10-29T13:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2146,user_005,Deep Work Event,Deep Work,,,2026-01-19T09:00:00+00:00,2026-01-19T12:00:00+00:00,Medium,scheduled,"Pune, Maharashtra",2026-01-18T09:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2147,user_011,Yoga Session Event,Yoga Session,,,2025-11-13T10:00:00+00:00,2025-11-13T13:00:00+00:00,Medium,scheduled,"Pune, Maharashtra",2025-11-08T10:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2148,user_041,Medical Test Event,Medical Test,,,2025-11-02T17:15:00+00:00,2025-11-02T19:15:00+00:00,Medium,scheduled,"Pune, Maharashtra",2025-10-14T17:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2149,user_025,Anniversary Celebration of Prisha,Anniversary Celebration,,,2026-01-19T13:15:00+00:00,2026-01-19T15:15:00+00:00,Medium,done,"Mumbai, Maharashtra",2026-01-15T13:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2150,user_041,Birthday Celebration of Tanvi,Birthday Celebration,,,2025-12-03T11:30:00+00:00,2025-12-03T14:30:00+00:00,Medium,cancelled,Remote,2025-11-29T11:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2151,user_015,Invoice Follow-Up Reminder Event,Invoice Follow-Up Reminder,,,2025-11-22T11:15:00+00:00,2025-11-22T14:15:00+00:00,Medium,done,"Pune, Maharashtra",2025-10-26T11:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2152,user_009,Self-Care Session Event,Self-Care Session,,,2025-11-04T12:15:00+00:00,2025-11-04T13:15:00+00:00,Medium,scheduled,"Pune, Maharashtra",2025-11-01T12:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2153,user_013,Yoga Session Event,Yoga Session,,,2025-12-22T11:00:00+00:00,2025-12-22T12:00:00+00:00,Medium,done,"Pune, Maharashtra",2025-12-06T11:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2154,user_008,Weekend Trip Event,Weekend Trip,,,2026-01-22T10:45:00+00:00,2026-01-22T13:45:00+00:00,Medium,done,"Bengaluru, Karnataka",2026-01-15T10:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2155,user_008,Skill Learning Session Event,Skill Learning Session,,,2026-01-15T16:00:00+00:00,2026-01-15T17:00:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-12-30T16:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2156,user_048,Weekend Trip Event,Weekend Trip,,,2025-11-19T10:15:00+00:00,2025-11-19T11:15:00+00:00,Medium,scheduled,"Bengaluru, Karnataka",2025-11-05T10:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2157,user_037,Plumber Appointment Event,Plumber Appointment,,,2025-12-08T09:15:00+00:00,2025-12-08T10:15:00+00:00,Medium,scheduled,Remote,2025-11-27T09:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2158,user_030,Team Sync Event,Team Sync,,,2025-12-10T18:00:00+00:00,2025-12-10T20:00:00+00:00,Medium,done,"Pune, Maharashtra",2025-12-05T18:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2159,user_010,Hotel Check-In Event,Hotel Check-In,,,2026-01-02T15:45:00+00:00,2026-01-02T17:45:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2025-12-29T15:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2160,user_043,Plumber Appointment Event,Plumber Appointment,,,2026-01-16T13:00:00+00:00,2026-01-16T15:00:00+00:00,Medium,cancelled,"Pune, Maharashtra",2025-12-21T13:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2161,user_021,Hotel Check-In Event,Hotel Check-In,,,2025-11-07T14:30:00+00:00,2025-11-07T16:30:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-10-08T14:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2162,user_047,Physiotherapy Session Event,Physiotherapy Session,,,2026-01-08T08:45:00+00:00,2026-01-08T09:45:00+00:00,Medium,scheduled,Remote,2025-12-12T08:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2163,user_022,Portfolio Update Event,Portfolio Update,,,2026-01-15T12:30:00+00:00,2026-01-15T14:30:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2025-12-22T12:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2164,user_038,Dentist Appointment Event,Dentist Appointment,,,2025-10-29T13:30:00+00:00,2025-10-29T14:30:00+00:00,Medium,scheduled,"Mumbai, Maharashtra",2025-10-18T13:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2165,user_032,Interview Preparation Event,Interview Preparation,,,2025-12-13T08:45:00+00:00,2025-12-13T10:45:00+00:00,Medium,cancelled,Remote,2025-11-25T08:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2166,user_020,Meditation Session Event,Meditation Session,,,2025-11-06T15:00:00+00:00,2025-11-06T18:00:00+00:00,Medium,cancelled,Remote,2025-10-27T15:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2167,user_037,Movie Night Event,Movie Night,,,2025-12-17T17:15:00+00:00,2025-12-17T19:15:00+00:00,Medium,done,"Pune, Maharashtra",2025-11-17T17:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2168,user_020,Invoice Follow-Up Reminder Event,Invoice Follow-Up Reminder,,,2025-12-07T09:00:00+00:00,2025-12-07T11:00:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-11-10T09:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2169,user_009,Subscription Renewal Event,Subscription Renewal,,,2026-01-05T17:00:00+00:00,2026-01-05T18:00:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2025-12-28T17:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2170,user_005,Reading Time Event,Reading Time,,,2025-12-08T16:15:00+00:00,2025-12-08T18:15:00+00:00,Medium,done,Remote,2025-12-01T16:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2171,user_005,Team Sync Event,Team Sync,,,2026-01-16T13:30:00+00:00,2026-01-16T15:30:00+00:00,Medium,scheduled,Remote,2025-12-17T13:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2172,user_032,Family Gathering Event,Family Gathering,,,2025-12-27T18:30:00+00:00,2025-12-27T21:30:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-12-25T18:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2173,user_046,Eye Checkup Event,Eye Checkup,,,2025-12-01T14:15:00+00:00,2025-12-01T16:15:00+00:00,Medium,cancelled,Remote,2025-11-08T14:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2174,user_039,Mobile Recharge Reminder Event,Mobile Recharge Reminder,,,2026-01-02T12:45:00+00:00,2026-01-02T14:45:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-12-27T12:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2175,user_035,Portfolio Update Event,Portfolio Update,,,2025-12-22T10:45:00+00:00,2025-12-22T13:45:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2025-12-19T10:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2176,user_003,Medical Test Event,Medical Test,,,2025-11-30T16:30:00+00:00,2025-11-30T19:30:00+00:00,Medium,scheduled,"Pune, Maharashtra",2025-11-01T16:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2177,user_011,Morning Run Event,Morning Run,,,2025-11-11T16:15:00+00:00,2025-11-11T17:15:00+00:00,Medium,cancelled,"Pune, Maharashtra",2025-10-15T16:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2178,user_021,Yoga Session Event,Yoga Session,,,2025-11-26T10:15:00+00:00,2025-11-26T13:15:00+00:00,Medium,done,"Pune, Maharashtra",2025-11-18T10:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2179,user_047,Interview Preparation Event,Interview Preparation,,,2026-01-02T18:45:00+00:00,2026-01-02T19:45:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-12-24T18:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2180,user_017,Home Repair Visit Event,Home Repair Visit,,,2025-11-27T11:30:00+00:00,2025-11-27T14:30:00+00:00,Medium,scheduled,"Bengaluru, Karnataka",2025-11-18T11:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2181,user_014,Commute Time Event,Commute Time,,,2025-11-16T16:30:00+00:00,2025-11-16T19:30:00+00:00,Medium,cancelled,Remote,2025-11-16T16:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2182,user_004,Electrician Appointment Event,Electrician Appointment,,,2025-12-31T17:30:00+00:00,2025-12-31T20:30:00+00:00,Medium,scheduled,"Mumbai, Maharashtra",2025-12-20T17:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2183,user_029,Family Gathering Event,Family Gathering,,,2026-01-04T12:15:00+00:00,2026-01-04T13:15:00+00:00,Medium,scheduled,Remote,2025-12-18T12:15:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2184,user_023,Team Sync Event,Team Sync,,,2025-12-23T13:30:00+00:00,2025-12-23T15:30:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2025-12-16T13:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2185,user_023,Friend Meetup Event,Friend Meetup,,,2026-01-20T10:45:00+00:00,2026-01-20T11:45:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-12-22T10:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2186,user_012,Medical Test Event,Medical Test,,,2025-11-02T08:00:00+00:00,2025-11-02T09:00:00+00:00,Medium,done,Remote,2025-10-24T08:00:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2187,user_024,Yoga Session Event,Yoga Session,,,2025-12-25T11:45:00+00:00,2025-12-25T13:45:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-11-28T11:45:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2188,user_050,Reading Time Event,Reading Time,,,2025-11-27T16:30:00+00:00,2025-11-27T17:30:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-11-02T16:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2189,user_027,Dinner Plan Event,Dinner Plan,,,2025-11-27T10:30:00+00:00,2025-11-27T12:30:00+00:00,Medium,scheduled,Remote,2025-11-15T10:30:00+00:00,2025-11-26T06:39:52.409581+00:00
evt_2190,user_035,Anniversary Celebration of Varsha,Anniversary Celebration,,,2026-01-25T10:45:00+00:00,2026-01-25T13:45:00+00:00,Medium,done,Remote,2026-01-05T10:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2191,user_028,Flight Trip Event,Flight Trip,,,2026-01-14T10:00:00+00:00,2026-01-14T11:00:00+00:00,Medium,done,Remote,2026-01-11T10:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2192,user_017,Sports Practice Event,Sports Practice,,,2025-12-23T15:30:00+00:00,2025-12-23T18:30:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2025-12-06T15:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2193,user_024,Game Night Event,Game Night,,,2025-12-20T12:15:00+00:00,2025-12-20T13:15:00+00:00,Medium,cancelled,"Pune, Maharashtra",2025-12-15T12:15:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2194,user_022,Cooking Time Event,Cooking Time,,,2025-12-26T14:15:00+00:00,2025-12-26T17:15:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2025-12-09T14:15:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2195,user_014,Medicine Refill Reminder Event,Medicine Refill Reminder,,,2025-11-22T09:45:00+00:00,2025-11-22T12:45:00+00:00,Medium,scheduled,Remote,2025-11-20T09:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2196,user_033,Dentist Appointment Event,Dentist Appointment,,,2025-11-11T12:30:00+00:00,2025-11-11T13:30:00+00:00,Medium,done,Remote,2025-10-22T12:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2197,user_050,Portfolio Update Event,Portfolio Update,,,2025-12-06T11:45:00+00:00,2025-12-06T12:45:00+00:00,Medium,scheduled,Remote,2025-12-02T11:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2198,user_031,Mental Health Break Event,Mental Health Break,,,2025-11-27T10:00:00+00:00,2025-11-27T12:00:00+00:00,Medium,scheduled,Remote,2025-11-25T10:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2199,user_002,Weekend Trip Event,Weekend Trip,,,2026-01-13T18:45:00+00:00,2026-01-13T19:45:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2026-01-08T18:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2200,user_050,Reading Time Event,Reading Time,,,2026-01-05T14:15:00+00:00,2026-01-05T17:15:00+00:00,Medium,scheduled,Remote,2025-12-15T14:15:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2201,user_019,Interview Preparation Event,Interview Preparation,,,2025-11-30T16:15:00+00:00,2025-11-30T19:15:00+00:00,Medium,cancelled,Remote,2025-11-06T16:15:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2202,user_025,Mental Health Break Event,Mental Health Break,,,2025-12-01T17:45:00+00:00,2025-12-01T20:45:00+00:00,Medium,done,Remote,2025-11-25T17:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2203,user_020,Family Gathering Event,Family Gathering,,,2025-12-13T09:45:00+00:00,2025-12-13T11:45:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2025-11-19T09:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2204,user_028,Birthday Celebration of Hitesh,Birthday Celebration,,,2025-11-25T08:00:00+00:00,2025-11-25T09:00:00+00:00,Medium,cancelled,Remote,2025-11-18T08:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2205,user_050,Rent Payment Reminder Event,Rent Payment Reminder,,,2025-12-17T08:45:00+00:00,2025-12-17T10:45:00+00:00,High,cancelled,"Pune, Maharashtra",2025-11-19T08:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2206,user_033,Hotel Check-In Event,Hotel Check-In,,,2025-11-27T17:30:00+00:00,2025-11-27T19:30:00+00:00,Medium,scheduled,"Pune, Maharashtra",2025-11-23T17:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2207,user_033,Sports Practice Event,Sports Practice,,,2026-01-17T12:30:00+00:00,2026-01-17T14:30:00+00:00,Medium,scheduled,"Pune, Maharashtra",2025-12-31T12:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2208,user_009,Diet Tracking Reminder Event,Diet Tracking Reminder,,,2025-11-23T13:45:00+00:00,2025-11-23T15:45:00+00:00,Medium,done,"Pune, Maharashtra",2025-11-18T13:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2209,user_049,Weekend Trip Event,Weekend Trip,,,2025-12-09T13:30:00+00:00,2025-12-09T15:30:00+00:00,Medium,scheduled,"Bengaluru, Karnataka",2025-11-30T13:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2210,user_049,Birthday Celebration of Kashvi,Birthday Celebration,,,2025-12-19T13:00:00+00:00,2025-12-19T14:00:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2025-11-26T13:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2211,user_047,Team Sync Event,Team Sync,,,2025-12-27T18:30:00+00:00,2025-12-27T21:30:00+00:00,Medium,scheduled,"Mumbai, Maharashtra",2025-12-17T18:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2212,user_041,Eye Checkup Event,Eye Checkup,,,2026-01-13T18:00:00+00:00,2026-01-13T21:00:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2026-01-03T18:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2213,user_003,Medical Test Event,Medical Test,,,2026-01-03T10:00:00+00:00,2026-01-03T11:00:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-12-13T10:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2214,user_047,Morning Run Event,Morning Run,,,2025-11-04T17:15:00+00:00,2025-11-04T19:15:00+00:00,Medium,scheduled,"Mumbai, Maharashtra",2025-10-22T17:15:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2215,user_032,Meditation Session Event,Meditation Session,,,2025-12-07T15:30:00+00:00,2025-12-07T17:30:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-12-03T15:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2216,user_014,Birthday Celebration of Deepa,Birthday Celebration,,,2025-12-01T15:45:00+00:00,2025-12-01T17:45:00+00:00,Medium,cancelled,"Mumbai, Maharashtra",2025-11-14T15:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2217,user_001,Laundry Day Event,Laundry Day,,,2025-12-22T10:45:00+00:00,2025-12-22T12:45:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-11-24T10:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2218,user_043,Physiotherapy Session Event,Physiotherapy Session,,,2025-11-14T15:45:00+00:00,2025-11-14T16:45:00+00:00,Medium,done,"Bengaluru, Karnataka",2025-11-14T15:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2219,user_004,Gym Workout Event,Gym Workout,,,2025-11-17T10:30:00+00:00,2025-11-17T13:30:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2025-10-26T10:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2220,user_029,Home Repair Visit Event,Home Repair Visit,,,2025-11-28T14:30:00+00:00,2025-11-28T15:30:00+00:00,Medium,cancelled,Remote,2025-11-23T14:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2221,user_011,Diet Tracking Reminder Event,Diet Tracking Reminder,,,2026-01-19T15:45:00+00:00,2026-01-19T16:45:00+00:00,Medium,done,"Mumbai, Maharashtra",2026-01-09T15:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2222,user_018,"Project Deadline: UI/UX Designer urgently needed for AI Chatbot redesign to improve usability, accessibility, and user satisfaction. Strong Figma skills required.",Project Deadline,job_ff6a6644,company_006,2025-12-06T18:00:00+00:00,2025-12-06T21:00:00+00:00,High,cancelled,"Mumbai, Maharashtra",2025-11-26T18:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2223,user_038,Family Gathering Event,Family Gathering,,,2025-10-27T08:00:00+00:00,2025-10-27T11:00:00+00:00,Medium,done,"Mumbai, Maharashtra",2025-10-17T08:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2224,user_038,Friend Meetup Event,Friend Meetup,,,2025-11-03T08:00:00+00:00,2025-11-03T09:00:00+00:00,Medium,cancelled,Remote,2025-10-28T08:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2225,user_033,Gym Workout Event,Gym Workout,,,2026-01-21T11:45:00+00:00,2026-01-21T12:45:00+00:00,Medium,scheduled,"Bengaluru, Karnataka",2025-12-25T11:45:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2226,user_023,Family Gathering Event,Family Gathering,,,2026-01-22T18:00:00+00:00,2026-01-22T21:00:00+00:00,Medium,done,Remote,2025-12-26T18:00:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2227,user_023,Medical Test Event,Medical Test,,,2025-12-07T16:30:00+00:00,2025-12-07T19:30:00+00:00,Medium,cancelled,Remote,2025-12-01T16:30:00+00:00,2025-11-26T06:39:52.410581+00:00
evt_2228,user_035,Invoice Follow-Up Reminder Event,Invoice Follow-Up Reminder,,,2025-12-21T14:15:00+00:00,2025-12-21T16:15:00+00:00,Medium,cancelled,"Bengaluru, Karnataka",2025-12-02T14:15:00+00:00,2025-11-26T06:39:52.410581+00:00
